dataset,subject,session,freesurfer741ants243__Brainstem,freesurfer741ants243__Left-Accumbens-area,freesurfer741ants243__Left-Amygdala,freesurfer741ants243__Left-Caudate,freesurfer741ants243__Left-Hippocampus,freesurfer741ants243__Left-Pallidum,freesurfer741ants243__Left-Putamen,freesurfer741ants243__Left-Thalamus,freesurfer741ants243__Right-Accumbens-area,freesurfer741ants243__Right-Amygdala,freesurfer741ants243__Right-Caudate,freesurfer741ants243__Right-Hippocampus,freesurfer741ants243__Right-Pallidum,freesurfer741ants243__Right-Putamen,freesurfer741ants243__Right-Thalamus,freesurfer8001ants243__Brainstem,freesurfer8001ants243__Left-Accumbens-area,freesurfer8001ants243__Left-Amygdala,freesurfer8001ants243__Left-Caudate,freesurfer8001ants243__Left-Hippocampus,freesurfer8001ants243__Left-Pallidum,freesurfer8001ants243__Left-Putamen,freesurfer8001ants243__Left-Thalamus,freesurfer8001ants243__Right-Accumbens-area,freesurfer8001ants243__Right-Amygdala,freesurfer8001ants243__Right-Caudate,freesurfer8001ants243__Right-Hippocampus,freesurfer8001ants243__Right-Pallidum,freesurfer8001ants243__Right-Putamen,freesurfer8001ants243__Right-Thalamus,fslanat6071ants243__Brainstem,fslanat6071ants243__Left-Accumbens-area,fslanat6071ants243__Left-Amygdala,fslanat6071ants243__Left-Caudate,fslanat6071ants243__Left-Hippocampus,fslanat6071ants243__Left-Pallidum,fslanat6071ants243__Left-Putamen,fslanat6071ants243__Left-Thalamus,fslanat6071ants243__Right-Accumbens-area,fslanat6071ants243__Right-Amygdala,fslanat6071ants243__Right-Caudate,fslanat6071ants243__Right-Hippocampus,fslanat6071ants243__Right-Pallidum,fslanat6071ants243__Right-Putamen,fslanat6071ants243__Right-Thalamus,samseg8001ants243__Brainstem,samseg8001ants243__Left-Accumbens-area,samseg8001ants243__Left-Amygdala,samseg8001ants243__Left-Caudate,samseg8001ants243__Left-Hippocampus,samseg8001ants243__Left-Pallidum,samseg8001ants243__Left-Putamen,samseg8001ants243__Left-Thalamus,samseg8001ants243__Right-Accumbens-area,samseg8001ants243__Right-Amygdala,samseg8001ants243__Right-Caudate,samseg8001ants243__Right-Hippocampus,samseg8001ants243__Right-Pallidum,samseg8001ants243__Right-Putamen,samseg8001ants243__Right-Thalamus
FastSurfer,sub-131,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58283.0,535.0,1290.0,2833.0,3554.0,1480.0,4390.0,6565.0,453.0,1233.0,2970.0,3409.0,1597.0,4417.0,6554.0,,,,,,,,,,,,,,,
FastSurfer,sub-132,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19830.200987,400.96698,1543.842921,3800.782806,4101.93679,1765.07791,4592.426765,7656.445609,416.744979,1704.709913,3978.113797,3906.7698,1788.744909,4836.985753,7407.770622,,,,,,,,,,,,,,,
FastSurfer,sub-133,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16245.972366,602.490829,1020.111404,2983.194107,4055.175583,1830.08252,5216.267181,8311.181442,720.860992,807.311111,3563.074905,3761.245178,1823.43251,5503.547577,8127.64119,,,,,,,,,,,,,,,
FastSurfer,sub-134,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21023.116011,426.09436,1216.056427,3387.661096,3693.520909,1583.088202,4719.733314,7304.776075,422.930293,1548.283465,3254.770281,3889.693064,1443.869253,4656.451974,6837.548844,,,,,,,,,,,,,,,
FastSurfer,sub-135,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22322.450737,388.124823,1248.749429,3093.397024,2946.795528,2053.475624,4016.248165,6675.114137,318.515479,1583.085214,3167.225115,3059.647039,2033.436571,3737.810792,6451.520489,,,,,,,,,,,,,,,
FastSurfer,sub-136,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23271.0,335.0,764.0,3861.0,3894.0,1988.0,4762.0,8703.0,294.0,1060.0,4488.0,4435.0,1987.0,5757.0,8629.0,,,,,,,,,,,,,,,
FastSurfer,sub-137,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18928.407741,511.521578,1259.292296,3261.081893,3814.790817,1582.025498,4770.334218,8202.274865,332.225355,1201.284695,3566.940156,4081.625785,1563.041192,4457.093169,8052.509784,,,,,,,,,,,,,,,
FastSurfer,sub-138,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21509.528901,666.791966,1739.352911,3657.065813,4115.65679,1578.828919,4388.341776,8220.33758,524.103973,1447.459926,3643.002814,4138.294789,1657.375915,4231.933784,7859.501598,,,,,,,,,,,,,,,
FastSurfer,sub-139,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18351.528062,582.75697,1161.740941,3450.579824,2965.920848,1639.196916,4494.32877,6960.498644,459.276977,1337.699932,3572.344817,3294.171832,1610.384918,4415.438774,6997.885642,,,,,,,,,,,,,,,
FastSurfer,sub-140,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17746.25,466.25,1040.0,2285.0,2685.0,1308.75,3758.75,5743.75,273.75,986.25,2393.75,2967.5,1243.75,3353.75,6073.75,,,,,,,,,,,,,,,
FastSurfer,sub-141,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19997.5,411.25,1308.75,2878.75,3176.25,1596.25,4625.0,6607.5,248.75,1273.75,2947.5,3027.5,1600.0,4082.5,6428.75,,,,,,,,,,,,,,,
FastSurfer,sub-142,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20386.546958,335.110983,1800.406908,4209.981785,3694.452811,1776.396909,5165.236736,8203.530581,458.247977,1627.877917,4313.22478,3982.915797,1775.710909,4885.00575,7792.959602,,,,,,,,,,,,,,,
FastSurfer,sub-143,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21483.000854,672.600027,1157.700046,2898.900115,4133.100164,1558.200062,5466.900217,8697.600346,576.300023,1131.600045,3096.600123,3882.000154,1614.300064,5496.000218,8515.200338,,,,,,,,,,,,,,,
FastSurfer,sub-144,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22739.0,366.0,1425.0,3259.0,3918.0,1684.0,5037.0,8617.0,157.0,1716.0,3563.0,4594.0,1752.0,4389.0,8530.0,,,,,,,,,,,,,,,
FastSurfer,sub-145,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21912.5,423.75,1087.5,3136.25,3106.25,1453.75,3867.5,6708.75,286.25,1065.0,3272.5,3326.25,1693.75,4056.25,6427.5,,,,,,,,,,,,,,,
FastSurfer,sub-146,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22728.981033,492.999589,1320.998898,2312.99807,4234.996466,1649.998623,4149.996537,8011.993314,313.999738,1085.999094,3009.997488,4263.996442,1741.998546,4863.995941,7698.993575,,,,,,,,,,,,,,,
FastSurfer,sub-147,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19269.739016,671.936966,1135.329942,3720.52081,2803.681857,1753.41591,4552.638767,7468.481618,508.325974,926.442953,3955.475798,3558.967818,1720.144912,4440.477773,7454.418619,,,,,,,,,,,,,,,
FastSurfer,sub-148,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17794.624568,417.654773,954.488812,2771.708948,3607.018494,1649.525416,4230.336602,6533.765955,474.607697,1074.722762,2787.529204,3514.206322,1584.135023,3599.635707,6362.907185,,,,,,,,,,,,,,,
FastSurfer,sub-149,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26408.75,666.25,1771.25,3632.5,2842.5,1558.75,5610.0,7758.75,286.25,1282.5,3733.75,2430.0,1760.0,4306.25,8013.75,,,,,,,,,,,,,,,
FastSurfer,sub-150,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20522.5,325.0,1186.25,3102.5,3090.0,1505.0,4431.25,7463.75,253.75,978.75,3020.0,3196.25,1445.0,4377.5,7096.25,,,,,,,,,,,,,,,
FastSurfer,sub-151,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19316.044013,443.841977,1640.911916,3687.592812,3582.634817,1542.813921,4684.007761,7698.977607,314.187984,1628.220917,3923.5768,3521.58082,1601.809918,4576.991766,7425.949621,,,,,,,,,,,,,,,
FastSurfer,sub-152,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27099.399615,560.804971,1269.785935,4117.71479,3983.258796,2085.782893,6056.007691,9393.05452,584.47197,1512.286923,4436.361773,4454.540772,2056.970895,5713.693708,9315.879524,,,,,,,,,,,,,,,
FastSurfer,sub-153,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23920.0,520.0,1506.25,3546.25,3290.0,1776.25,4417.5,7790.0,473.75,1326.25,3567.5,3586.25,1526.25,4413.75,7631.25,,,,,,,,,,,,,,,
FastSurfer,sub-154,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22233.75,718.75,1075.0,4093.75,3980.0,1957.5,6566.25,9478.75,353.75,1403.75,4246.25,3810.0,1987.5,5975.0,9050.0,,,,,,,,,,,,,,,
FastSurfer,sub-155,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23479.45639,486.211005,1440.703325,4026.797435,3542.695805,2146.289361,5252.34448,7410.235406,330.117233,1361.601752,4181.836519,3688.2427,2280.234692,4983.399131,7229.883818,,,,,,,,,,,,,,,
FastSurfer,sub-156,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81927.227006,534.918071,1178.652451,4042.239554,2597.846219,2012.529016,5503.814411,7161.258626,558.972202,690.697209,4114.401949,2931.167758,2040.019452,5542.759196,6794.719477,,,,,,,,,,,,,,,
FastSurfer,sub-157,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17257.87289,565.313199,1199.181169,2853.987902,2994.261513,1575.705072,3667.152969,6751.06303,414.4927,1154.88424,2848.714458,2999.534957,1471.290881,3613.36384,6602.351909,,,,,,,,,,,,,,,
FastSurfer,sub-158,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21782.070109,746.002401,1434.004616,4023.012949,3646.011735,1736.005588,5111.016451,8595.027664,527.001696,1550.004989,4397.014152,4040.013003,1964.006321,5295.017043,8327.026802,,,,,,,,,,,,,,,
FastSurfer,sub-159,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.25,66.25,172.5,413.75,615.0,290.0,495.0,1552.5,90.0,151.25,283.75,680.0,210.0,478.75,1743.75,,,,,,,,,,,,,,,
FastSurfer,sub-160,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18316.542064,573.495971,1355.535931,3905.3978,3601.499816,1719.458912,5343.253727,8194.955581,404.739979,1337.356932,3992.176796,3440.289824,1697.506913,5007.456744,8177.119582,,,,,,,,,,,,,,,
FastSurfer,sub-161,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23427.584803,489.460975,1562.02192,3782.946807,3992.862796,1783.256909,5432.776722,8519.433565,388.96198,1600.437918,4029.563794,4010.698795,1675.554914,4986.876745,8529.037564,,,,,,,,,,,,,,,
FastSurfer,sub-162,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22110.300879,556.200022,1645.500065,3350.700133,4841.400192,1612.800064,4988.700198,8220.600327,414.300016,1584.600063,3474.600138,4604.400183,1779.300071,4939.500196,8209.500326,,,,,,,,,,,,,,,
FastSurfer,sub-163,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22997.0,561.0,1810.0,3029.0,3296.0,1691.0,4454.0,8091.0,393.0,1393.0,3126.0,3598.0,1722.0,4251.0,7722.0,,,,,,,,,,,,,,,
FastSurfer,sub-164,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24740.0,607.0,1488.0,3386.0,4462.0,1635.0,5224.0,8894.0,499.0,1622.0,3498.0,4250.0,1814.0,5310.0,9182.0,,,,,,,,,,,,,,,
FastSurfer,sub-165,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19103.0,703.0,1328.0,3533.0,4313.0,1762.0,5796.0,8520.0,531.0,1308.0,3505.0,4043.0,1739.0,5553.0,8638.0,,,,,,,,,,,,,,,
FastSurfer,sub-166,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21457.491933,623.316674,1409.054275,3052.247808,3783.141979,1672.724611,4742.902002,8555.575058,485.153418,1726.513359,3549.002721,4067.905942,1722.294634,5013.955107,8550.301652,,,,,,,,,,,,,,,
FastSurfer,sub-167,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22080.062411,510.472902,1477.629207,3612.33407,3367.64458,2009.19603,4672.303629,7957.681915,458.792794,1327.862363,3741.006992,3462.567227,1781.381677,4489.841208,7920.767552,,,,,,,,,,,,,,,
FastSurfer,sub-168,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26487.0,637.0,1658.0,3681.0,4497.0,1970.0,6433.0,10286.0,677.0,1486.0,4026.0,4782.0,2185.0,6151.0,9887.0,,,,,,,,,,,,,,,
FastSurfer,sub-169,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25519.928508,536.998496,1338.996249,3073.991388,3389.990503,1881.994728,5285.985192,8537.976081,726.997963,1678.995296,2681.992487,3840.98924,1867.994767,5024.985923,8465.976283,,,,,,,,,,,,,,,
FastSurfer,sub-170,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17661.069098,310.757984,1971.906899,3540.102819,2792.019857,1680.013914,4664.113762,7255.478629,314.530984,2014.438897,3375.805828,2224.011886,1610.384918,4011.727795,7474.655618,,,,,,,,,,,,,,,
FastSurfer,sub-171,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26569.0,485.0,1405.0,4486.0,4495.0,2045.0,6002.0,9796.0,648.0,1665.0,4585.0,5012.0,1954.0,6289.0,9717.0,,,,,,,,,,,,,,,
FastSurfer,sub-172,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26370.0,432.0,1296.0,3591.0,3080.0,1645.0,4552.0,8390.0,359.0,1443.0,3782.0,4300.0,1878.0,4608.0,8390.0,,,,,,,,,,,,,,,
FastSurfer,sub-173,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23011.119115,660.232861,1376.364032,3189.367687,4089.014062,1688.550816,5038.230636,8673.730113,437.694309,1102.145911,3561.671521,4678.583023,1858.355114,5088.85552,8335.176202,,,,,,,,,,,,,,,
FastSurfer,sub-174,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21589.403796,269.999383,1116.911511,3631.280766,3487.843593,1411.168651,3892.842668,7720.29486,150.819968,902.810437,3434.054654,3324.367404,1507.144994,3964.561254,7353.264449,,,,,,,,,,,,,,,
FastSurfer,sub-175,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16300.502441,626.430862,988.19136,3378.204651,3580.364929,1613.292221,5156.417099,7980.010986,529.340729,569.240784,3430.074722,3454.014755,1847.372543,5111.197037,7751.250671,,,,,,,,,,,,,,,
FastSurfer,sub-176,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23512.008409,631.000226,1359.000486,3978.001423,4316.001544,1756.000628,5501.001967,8690.003108,566.000202,1321.000472,3190.001141,3962.001417,1775.000635,5352.001914,8369.002993,,,,,,,,,,,,,,,
FastSurfer,sub-177,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17863.413397,434.483937,1347.920804,3327.884515,3442.337498,1390.931797,4088.231404,7463.500913,218.699968,852.929876,3897.233432,2953.17857,1349.378803,4151.654395,6573.392042,,,,,,,,,,,,,,,
FastSurfer,sub-178,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19737.5,152.5,1201.25,2767.5,2602.5,1336.25,4153.75,6918.75,211.25,1283.75,2906.25,3066.25,1525.0,4437.5,6563.75,,,,,,,,,,,,,,,
FastSurfer,sub-179,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.0,0.0,205.0,240.0,211.25,10.0,1.25,1125.0,0.0,93.75,320.0,380.0,177.5,201.25,1218.75,,,,,,,,,,,,,,,
FastSurfer,sub-180,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907.155136,452.416977,1185.064939,2998.162847,2827.005856,1321.578932,3867.667802,6631.218661,383.47398,1074.961945,3279.765832,3408.047826,1259.495936,3797.695806,6341.383676,,,,,,,,,,,,,,,
FastSurfer,sub-181,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23973.75,575.0,1186.25,3371.25,2818.75,1943.75,3890.0,7347.5,456.25,1132.5,3200.0,2907.5,1690.0,3525.0,7062.5,,,,,,,,,,,,,,,
FastSurfer,sub-182,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15604.0,646.0,1141.0,3057.0,3727.0,1586.0,5046.0,7826.0,559.0,1010.0,4009.0,3881.0,1589.0,4884.0,7484.0,,,,,,,,,,,,,,,
FastSurfer,sub-183,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26484.0,937.0,1866.0,3644.0,3889.0,1977.0,5735.0,8980.0,841.0,1945.0,3815.0,3750.0,2094.0,5878.0,8631.0,,,,,,,,,,,,,,,
FastSurfer,sub-184,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21605.949775,653.99848,1036.997589,3516.991824,4038.990611,1868.995655,5342.98758,8329.980636,336.999217,1277.997029,3763.99125,3231.992487,1951.995462,5209.987889,8201.980934,,,,,,,,,,,,,,,
FastSurfer,sub-185,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16313.765167,451.387977,868.818956,3707.486811,2750.173859,1481.759924,4406.863775,6320.803677,462.363976,964.515951,3349.737829,2956.659849,1449.174926,4510.79277,6099.225688,,,,,,,,,,,,,,,
FastSurfer,sub-186,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19242.0,602.0,988.0,3254.0,3777.0,1588.0,4714.0,7819.0,400.0,1187.0,3326.0,3642.0,1689.0,4472.0,7960.0,,,,,,,,,,,,,,,
FastSurfer,sub-187,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21352.0,537.0,1328.0,3808.0,4395.0,1959.0,5396.0,8915.0,474.0,1160.0,3946.0,4059.0,2010.0,5478.0,8715.0,,,,,,,,,,,,,,,
FastSurfer,sub-188,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20447.215188,268.945163,1255.077427,2634.607909,3412.966851,1368.983613,4144.919569,6265.894952,206.718635,1101.093137,2877.185899,3241.052884,1374.257048,3905.50564,6418.824554,,,,,,,,,,,,,,,
FastSurfer,sub-189,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23244.300924,661.800026,1046.700042,3948.600157,4183.500166,1637.700065,5960.100237,9720.300386,430.200017,834.300033,4082.100162,3960.300157,1642.800065,5596.800222,9674.700384,,,,,,,,,,,,,,,
FastSurfer,sub-190,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25297.798492,534.899968,1549.799908,3775.499775,4654.799723,1821.299891,5474.399674,9104.099457,572.099966,1556.999907,3769.199775,4498.199732,1940.999884,5740.199658,8583.299488,,,,,,,,,,,,,,,
FastSurfer,sub-191,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22736.839015,505.192777,1506.086191,3103.929735,3411.896939,1672.72598,4251.423976,8344.64562,426.091612,1510.30492,3281.116345,3654.473847,1574.640535,4241.931836,8303.513014,,,,,,,,,,,,,,,
FastSurfer,sub-192,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19760.944641,369.998963,1032.997106,3472.990271,3659.989747,1446.995946,4357.987791,6419.982015,137.999613,1019.997143,3597.98992,3342.990635,1372.996154,4198.988237,6094.982925,,,,,,,,,,,,,,,
FastSurfer,sub-193,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17143.723602,686.280945,1439.061981,3656.175034,3545.784882,1324.681824,5226.907196,9710.343369,622.440857,1758.262421,3896.905365,3947.445435,1627.922241,5242.867218,9018.742416,,,,,,,,,,,,,,,
FastSurfer,sub-194,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26068.0,742.0,1228.0,3805.0,4110.0,2079.0,5281.0,9515.0,603.0,1495.0,3835.0,4433.0,2078.0,5425.0,9223.0,,,,,,,,,,,,,,,
FastSurfer,sub-195,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19893.75,797.5,1191.25,4020.0,3482.5,1688.75,6583.75,9680.0,440.0,1550.0,4411.25,3907.5,1941.25,6183.75,9287.5,,,,,,,,,,,,,,,
FastSurfer,sub-196,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19492.003004,494.262975,1209.760938,3133.99084,3386.438827,1566.48092,4401.032775,7546.685614,356.376982,1410.415928,3068.477843,3620.021815,1605.582918,4252.513783,7042.13264,,,,,,,,,,,,,,,
FastSurfer,sub-197,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27303.0,851.0,1648.0,3693.0,4664.0,1947.0,4862.0,9384.0,472.0,1834.0,3882.0,4599.0,2143.0,5310.0,8854.0,,,,,,,,,,,,,,,
FastSurfer,sub-198,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19347.276679,398.673713,1239.263525,2990.052845,4134.394057,1681.179624,4583.693003,7090.696746,370.197019,1273.01368,2853.99753,3746.267268,1779.266014,4389.629609,6725.773189,,,,,,,,,,,,,,,
FastSurfer,sub-199,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17071.109128,495.291975,1037.574947,3505.459821,3377.177827,1515.373923,4438.076773,7167.670634,325.163983,1330.496932,3899.909801,3425.197825,1522.233922,4101.59379,7057.224639,,,,,,,,,,,,,,,
FastSurfer,sub-200,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19198.945071,814.997668,1168.996655,3411.990238,3849.988985,1760.994962,5616.98393,7395.97884,623.998215,1300.996278,3714.989371,3939.988728,1829.994764,5415.984505,7341.978994,,,,,,,,,,,,,,,
FastSurfer,sub-201,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19004.0,726.0,1305.0,4482.0,4448.0,1827.0,5769.0,10274.0,360.0,1165.0,4673.0,4757.0,1992.0,5499.0,9878.0,,,,,,,,,,,,,,,
FastSurfer,sub-202,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23186.455815,565.949971,1323.293932,3699.940811,3393.984827,1665.607915,4887.40675,8103.031586,502.837974,1378.51693,3913.9728,3480.420822,1742.439911,4888.77875,8128.070585,,,,,,,,,,,,,,,
FastSurfer,sub-203,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23812.763708,614.88357,1281.446891,3435.121419,3805.317187,1795.080336,5613.053789,8228.682011,564.258508,1411.173613,3639.731046,3519.496523,1807.736602,5614.108478,7941.806658,,,,,,,,,,,,,,,
FastSurfer,sub-204,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17491.0,494.0,1099.0,3332.0,3485.0,1514.0,4298.0,8298.0,438.0,1341.0,3668.0,3555.0,1569.0,4164.0,8411.0,,,,,,,,,,,,,,,
FastSurfer,sub-205,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22868.494832,774.83696,1347.303931,3767.168808,3664.954813,1668.008915,4950.861747,8454.949568,667.477966,1464.266925,4131.434789,3995.263796,1713.627912,4980.359746,8472.442567,,,,,,,,,,,,,,,
FastSurfer,sub-206,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25381.143944,307.969833,1371.098572,3935.052901,4253.569646,1894.225411,5480.175522,8845.69517,350.157481,1043.089606,4217.710145,3684.036393,2022.897739,5567.714892,8730.733828,,,,,,,,,,,,,,,
FastSurfer,sub-207,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17953.8724,544.21654,1360.54135,3712.484923,3591.196353,1592.571657,4832.5585,7643.289272,403.943672,1197.065451,3503.657646,4046.819503,1588.352925,4691.230949,7368.016953,,,,,,,,,,,,,,,
FastSurfer,sub-208,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24312.600966,683.400027,1372.500055,3534.00014,4793.70019,1904.700076,5625.300224,8784.300349,447.900018,1594.200063,3650.100145,4850.400193,1576.500063,5513.400219,8994.000357,,,,,,,,,,,,,,,
FastSurfer,sub-209,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15939.552186,541.596972,1356.907931,3719.83481,3255.755834,1897.475903,5158.719736,7354.262624,453.445977,1257.780936,3822.048805,3612.818815,1903.649903,5167.980736,7600.193612,,,,,,,,,,,,,,,
FastSurfer,sub-210,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23496.25,567.5,1553.75,3915.0,3771.25,2745.0,5068.75,8275.0,431.25,1798.75,4247.5,3225.0,1866.25,5831.25,8123.75,,,,,,,,,,,,,,,
FastSurfer,sub-211,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17049.157129,392.39198,1074.961945,3107.579841,3296.915832,1411.101928,4338.263778,7125.138636,422.232978,1290.022934,2965.577848,3197.788837,1371.65693,4288.185781,7069.572639,,,,,,,,,,,,,,,
FastSurfer,sub-212,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21109.0,272.0,1501.0,3024.0,2956.0,1288.0,4338.0,6847.0,276.0,1578.0,3363.0,3045.0,1447.0,4350.0,6589.0,,,,,,,,,,,,,,,
FastSurfer,sub-213,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23841.598579,565.799966,1781.699894,4127.699754,4360.79974,1789.499893,5514.299671,8073.899519,554.999967,1532.999909,3898.499768,4244.099747,1890.899887,5063.999698,7904.099529,,,,,,,,,,,,,,,
FastSurfer,sub-214,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24287.0,560.0,1505.0,4832.0,4219.0,1857.0,5572.0,9328.0,649.0,1616.0,4704.0,3935.0,2004.0,5877.0,9401.0,,,,,,,,,,,,,,,
FastSurfer,sub-215,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23442.600932,774.900031,1384.200055,2768.70011,4444.500177,1570.500062,5973.900237,7783.500309,595.200024,1531.800061,4992.600198,4014.30016,1983.300079,6214.800247,8908.200354,,,,,,,,,,,,,,,
FastSurfer,sub-216,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13877.239105,433.580597,891.101227,3005.804138,2636.063629,1717.032364,4688.256454,7059.649719,416.290573,1010.801392,3076.294235,3383.524658,1754.272415,4749.436539,7071.619736,,,,,,,,,,,,,,,
FastSurfer,sub-217,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16481.256898,388.456857,1067.173298,3732.940426,3343.039492,1647.692467,4847.768283,7764.804902,361.019384,896.772149,3421.019679,2925.701084,1614.478683,4840.547895,7499.094635,,,,,,,,,,,,,,,
FastSurfer,sub-218,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27538.439593,894.886954,1906.393903,4881.575751,4059.747793,2321.080881,6612.696662,9523.051513,703.492964,1433.396927,5154.946737,4743.689758,2245.963885,6727.258656,9584.79151,,,,,,,,,,,,,,,
FastSurfer,sub-219,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60744.0,350.0,1285.0,3087.0,3036.0,1373.0,4297.0,5370.0,315.0,1206.0,3196.0,2873.0,1511.0,4207.0,5735.0,,,,,,,,,,,,,,,
